,A,Dnr,NarL
R2,,0.06123744485752147,0.040215969024469556
xmin,,-5.981426667,-2.351913409
xmid,,-2.2128867224073057,-0.2533142884645492
xmax,,4.23999928,4.268279083
ystart,,-2.4817898787818837,-0.85115178228254
yend,,3.9797486338362247,4.767119683202097
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-1.9543505730000001,-0.332129962,-0.203365081
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,1.9543505730000001,0.332129962,0.203365081
AB569_EDTA_NaNO2:NaNO2:1,-10.76187356,-2.2129448910000002,-0.211360776
AB569_EDTA_NaNO2:NaNO2:2,-10.532906820000001,-1.77083698,-0.202624578
AB569_EDTA_NaNO2:EDTA:1,-8.479251925,-1.473702187,-0.926283924
AB569_EDTA_NaNO2:EDTA:2,-8.982834243,-1.978841262,-0.786048374
AB569_EDTA_NaNO2:EDTA:3,-9.001317005,-2.067638286,-0.726201085
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-12.97792805,-2.172064474,-0.48789973500000006
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-12.2642183,-1.4290741,-0.253315016
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.32302524,0.006977635,-0.052057765000000006
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.32302524,-0.006977635,0.052057765000000006
Anthranilate_metabolism_GntR_AntP:antP:1,-1.802000305,0.5147234940000001,-0.268214518
Anthranilate_metabolism_GntR_AntP:antP:2,-2.142649607,0.918860686,0.145552983
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.063284296,0.005671217,-0.050206557000000006
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.063284296,-0.005671217,0.050206557000000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.537885791,-0.42109512800000004,-0.37794296
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.045968423,-0.565625189,-0.618766857
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.856632198,-0.42543474000000003,-1.244649039
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.67871043,-0.695634771,-0.825670372
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-3.700087438,0.598776304,-1.936775167
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-3.069534683,0.665641131,-1.8090338190000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-3.441569448,0.719623243,-1.8897308
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-3.475457246,0.541541559,-1.887664038
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.8416558770000001,-0.395202227,-0.7899794520000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.517773404,-0.386662351,-0.6447860160000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.68633607,-0.361322071,-0.800839167
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.221863472,0.506418355,0.149802918
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.221863472,-0.506418355,-0.149802918
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.131720885,-0.544110757,-0.442995152
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.17902341800000002,-1.100436395,-0.53106992
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.8387659470000001,0.208953509,0.24087764900000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.16858957200000002,-0.180741755,-0.027148156000000003
Catabolite_repression:del_hfq_crc_wt:1,-0.283082271,0.155397362,-0.024759661000000002
Catabolite_repression:del_hfq_crc_wt:2,0.283082271,-0.155397363,0.024759662
Catabolite_repression:delHfq:1,-1.059303408,0.338065447,-0.11239898300000001
Catabolite_repression:delHfq:2,-0.923883588,0.508549016,0.13383382
Catabolite_repression:deldcrc:1,-1.695475955,0.31383014600000003,0.6638424190000001
Catabolite_repression:deldcrc:2,-2.402568587,0.444450761,0.6570473910000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.13405276300000002,-0.285639511,-0.09235625800000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.020789637,-0.079727346,0.01971373
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.1548424,0.365366858,0.072642527
Diallyl_disulphide_treatment:PAO1_DDS:1,-1.521997341,-0.80073109,-1.720513739
Diallyl_disulphide_treatment:PAO1_DDS:2,-1.906331605,-0.7598774450000001,-1.5539026740000002
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.036375784,-0.367344328,-0.701163349
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.361400345,-0.01839968,-0.068546806
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.361400345,0.01839968,0.068546807
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,0.846795579,0.27446731700000004,-0.413921939
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,1.093158778,0.050554359,-0.6766474410000001
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-1.018416246,-0.8319643640000001,0.169785092
HapZ_SagS_mutant:delHapZp:1,0.063797317,0.241073366,0.035581927
HapZ_SagS_mutant:delHapZp:2,0.8293998340000001,-1.178852497,0.141078215
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,1.024762978,1.9875797780000002,-0.22162077300000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,-0.006346732000000001,-1.155615415,0.051835682
HapZ_SagS_mutants:delHApZ:1,-0.871426157,-0.885846949,-0.368917569
HapZ_SagS_mutants:delHApZ:2,-0.08010526800000001,-0.638176882,-0.251732116
HapZ_SagS_mutants:delHApZ:3,1.056220405,-0.578955761,-0.357289208
HapZ_SagS_mutants:delSagS:1,-0.038409218,-0.15365794800000002,0.140610112
HapZ_SagS_mutants:delSagS:2,-0.13629971100000002,-1.129703547,0.072676555
HapZ_SagS_mutants:delSagS:3,1.666415725,1.75418407,-0.063093745
HapZ_SagS_mutants:delHapZp:1,0.450864592,-0.32860290600000003,-0.006005937
yhjH_knockout:PA_delyhjH_wt:1,-0.223190395,-0.011678245,0.09994014200000001
yhjH_knockout:PA_delyhjH_wt:2,0.223190395,0.011678245,-0.09994014200000001
yhjH_knockout:PA_delyhjH:1,1.954852116,0.226944307,-0.13515607400000001
yhjH_knockout:PA_delyhjH:2,0.918467157,0.13705429300000002,-0.08494705400000001
yhjH_knockout:PA_delwspF:1,2.233357487,0.555827166,-0.259568065
yhjH_knockout:PA_delwspF:2,2.004801802,0.21112132800000002,-0.389069577
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:1,6.048549274,-0.486062826,0.004886726
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:2,5.493320506,-0.124738212,0.127916003
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:3,5.62841146,0.5616818090000001,0.495657084
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Acetate:4,4.679637031,-0.11074621300000001,0.016777205
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:1,-0.508213566,-0.35869385400000003,-0.26677878
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:2,0.229659243,-0.274144912,-0.071550905
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:3,0.25545570900000003,0.073310634,-0.018907662000000002
Pseudomonas_culture_MOPS_Glycerol_Acetate:PAO1_Glycerol:4,0.023098613,0.559528133,0.357237346
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:1,3.142286891,0.940760954,4.214361653
Pseudomonas_culture_MOPS_Glycerol_Acetate:Gly_Hypoxia:2,3.7904214510000003,0.861559446,4.268279083
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:1,-0.501974412,-0.172184938,-0.147700134
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:2,0.24519311900000001,-0.087630371,0.047533387
Pseudomonas_culture_MOPS_Glycerol_Acetate:Glycerol_wt:3,0.256781294,0.25981531,0.100166748
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:1,-0.421123171,-0.006686374,0.306835114
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:1,-10.60312873,-0.37205980600000005,-0.16646576700000001
p-anisaldehyde_epigallocatechin_gallate:Microbe_p-anisaldehyde:2,-11.28729627,-0.410474139,-0.19937068400000002
p-anisaldehyde_epigallocatechin_gallate:Microbe_Control_1:2,0.421123171,0.006686374,-0.306835114
Lung_infection_transcriptome:PA01_LS1:1,-0.8610425410000001,-0.6864441330000001,0.21571589300000002
Lung_infection_transcriptome:PA01_LS1:2,-1.330143744,-0.5543837850000001,0.44250589700000004
Lung_infection_transcriptome:PA01_CS1:1,-1.037484564,-0.008920759,0.269883066
Lung_infection_transcriptome:PA01_CS1:2,1.037484564,0.008920759,-0.269883066
Testosterone_treatment:Testosterone_Control:1,0.8775363070000001,0.061269283,-0.12554672
Testosterone_treatment:Testosterone_Control:2,-0.8775363070000001,-0.061269283,0.12554672
Testosterone_treatment:Testosterone_2.5:1,0.924562572,0.63963514,0.149863882
Testosterone_treatment:Testosterone_2.5:2,1.362237449,0.246234363,0.324910199
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-8.105360412,0.19115948900000002,1.499766763
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:2,-8.128152549,0.13957303100000001,1.318023484
